?parent_label	?label
"Database hits (sequence) format"	"EBI Application Result XML"
"Database hits (sequence) format"	"FASTA search results format"
"Database hits (sequence) format"	"InterPro hits format"
"Database hits (sequence) format"	"Smith-Waterman format"
"Database hits (sequence) format"	"dhf"
"Database hits (sequence) format"	"lhf"
"Database hits (sequence) format"	"mspcrunch"
"Database search"	"Literature search"
"Database search"	"Peptide database search"
"Database search"	"Sequence database search"
"Database search"	"Structure database search"
"Database search results"	"Sequence search results"
"Derivatives allowed"	"No restrictions on derivatives"
"Derivatives allowed"	"Restrictions on derivative software"
"Derivatives clause"	"Derivatives allowed"
"Derivatives clause"	"Derivatives not allowed"
"Design"	"Nucleic acid design"
"Development status"	"Live"
"Development status"	"Maintained"
"Development status"	"Obsolete"
"Development status"	"Release candidate"
"Development status"	"Superseded"
"Development status"	"alpha"
"Development status"	"beta"
"Developmental biology"	"Embryology"
"Differential gene expression analysis"	"Differential gene expression analysis"
"Differential gene expression analysis"	"Differential protein expression analysis"
"Diffraction data analysis"	"Diffraction data integration"
"Diffraction data analysis"	"Diffraction data reduction"
"Diffraction data analysis"	"Phasing"
"Dirichlet distribution format"	"HMMER Dirichlet prior"
"Dirichlet distribution format"	"MEME Dirichlet prior"
"Disease ID"	"Disease ID (PharmGKB)"
"Disease ID"	"ICD identifier"
"Disease ID"	"Orpha number"
"Disease identifier"	"Disease ID"
"Disease identifier"	"Disease name"
"Distance matrix"	"Protein distance matrix"
"Distance matrix"	"Sequence distance matrix"
"Distance matrix"	"Structural distance matrix"
"Distribution clause"	"Distribution restricted"
"Distribution clause"	"Distribution unrestricted"
"Distribution clause"	"Distribution with notices"
"Document format"	"PDF"
"Document format"	"docx"
"Document format"	"xls"
"Document format"	"xlsx"
"Dot-bracket format"	"Vienna local RNA secondary structure format"
"Drive5 MUSCLE"@en	"MUSCLE 3.8.31"@en
"Drug accession"	"ATC code"
"Drug accession"	"CAS number"
"Drug accession"	"Drug ID (KEGG)"
"Drug accession"	"Drug ID (PharmGKB)"
"Drug accession"	"Drug ID (TTD)"
"Drug accession"	"DrugBank ID"
"Drug discovery"	"Compound libraries and screening"
"Drug discovery"	"Medicinal chemistry"
"Drug identifier"	"Drug accession"
"Drug identifier"	"Drug name"
"Drug report"	"Drug structure relationship map"
"EMBL format (XML)"	"EMBLXML"
"EMBL format (XML)"	"cdsxml"
"EMBL format (XML)"	"insdxml"
"EMBL-like (XML)"	"EMBL format (XML)"
"EMBL-like (text)"	"EMBL format"
"EMBL-like (text)"	"geneseq"
"EMBL-like format"	"EMBL-HTML"
"EMBL-like format"	"EMBL-like (XML)"
"EMBL-like format"	"EMBL-like (text)"
"EMBL/GenBank/DDBJ ID"	"DDBJ accession"
"EMBL/GenBank/DDBJ ID"	"EMBL accession"
"EMBL/GenBank/DDBJ ID"	"GenBank accession"
"ENCODE peak format"	"ENCODE broad peak format "
"ENCODE peak format"	"ENCODE narrow peak format"
"EST accession"	"COGEME EST ID"
"EST accession"	"COGEME unisequence ID"
"EST accession"	"MaizeDB ID"
"EST accession"	"dbEST accession"
"Ecological data"	"Biodiversity report"
"Ecology"	"Biodiversity"
"Ecology"	"Metagenomics"
"Ecology"	"Microbial ecology"
"Editing"	"Phylogenetic tree editing"
"Editing"	"Sequence alignment editing"
"Editing"	"Sequence editing"
"Editing"	"Structure editing"
"Electron microscopy model ID"	"EMDB ID"
"Ensembl ID"	"Ensembl gene ID"
"Ensembl ID"	"Ensembl gene tree ID"
"Ensembl ID"	"Ensembl protein ID"
"Ensembl ID"	"Ensembl transcript ID"
"Enzyme ID"	"EC number"
"Enzyme ID"	"Enzyme ID (BioCyc)"
"Enzyme ID"	"Enzyme ID (CAZy)"
"Enzyme ID"	"Enzyme ID (MEROPS)"
"Enzyme ID"	"REBASE enzyme number"
"Enzyme identifier"	"Enzyme ID"
"Enzyme identifier"	"Enzyme name"
"Enzyme kinetics data"	"Hanes Woolf plot"
"Enzyme kinetics data"	"Km"
"Enzyme kinetics data"	"Michaelis Menten plot"
"Enzyme kinetics data"	"Vmax"
"Enzyme kinetics report format"	"findkm"
"Enzyme name"	"Restriction enzyme name"
"Epigenetics"	"Epigenomics"
"Eukaryotes"	"Animals"
"Eukaryotes"	"Fungi"
"Eukaryotes"	"Plants"
"Eukaryotes"	"Unicellular eukaryotes"
"Evolutionary biology"	"Phenomics"
"Evolutionary biology"	"Phylogeny"
"Evolutionary biology"	"Taxonomy"
"Experiment annotation ID"	"ArrayExpress accession number"
"Experiment annotation ID"	"CleanEx dataset code"
"Experiment annotation ID"	"Gene Expression Atlas Experiment ID"
"Experiment annotation ID"	"PRIDE experiment accession number"
"Experiment annotation ID"	"ProteomeXchange ID"
"Experiment annotation format"	"COMBINE OMEX"
"Experiment annotation format"	"GCDML"
"Experiment annotation format"	"GelML"
"Experiment annotation format"	"ISA-TAB"
"Experiment annotation format"	"Microarray experiment data format"
"Experiment annotation format"	"PRIDE XML"
"Experiment annotation format"	"SED-ML"
"Experiment annotation format"	"qcML"
"Experiment annotation format"	"spML"
"Experimental design and studies"	"Animal study"
"Experimental design and studies"	"GWAS study"
"Experimental design and studies"	"Preclinical and clinical studies"
"Experimental measurement"	"Cultivation parameter"
"Experimental measurement"	"Electron microscopy volume map"
"Experimental measurement"	"Mass spectrometry data"
"Experimental measurement"	"Morphology parameter"
"Experimental measurement"	"Physiology parameter"
"Experimental measurement"	"Protein interaction raw data"
"Experimental measurement"	"Protein structure raw data"
"Experimental measurement"	"Radiation Hybrid (RH) scores"
"Experimental measurement"	"Raw microarray data"
"Experimental measurement"	"Sequence trace"
"FASTA-like"	"FASTA-HTML"
"FASTA-like"	"FASTA-like (text)"
"FASTA-like (text)"	"A2M"
"FASTA-like (text)"	"FASTA"
"FASTA-like (text)"	"FASTA format"
"FASTA-like (text)"	"FASTA-aln"
"FASTA-like (text)"	"HMMER-aln"
"FASTA-like (text)"	"NCBI format"
"FASTA-like (text)"	"Pearson format"
"FASTA-like (text)"	"csfasta"
"FASTA-like (text)"	"dbid"
"FASTA-like (text)"	"giFASTA format"
"FASTQ-illumina"	"qualillumina"
"FASTQ-like format"	"FASTQ-like format (text)"
"FASTQ-like format (text)"	"FASTQ"
"FASTQ-like format (text)"	"FASTQ-illumina"
"FASTQ-like format (text)"	"FASTQ-sanger"
"FASTQ-like format (text)"	"FASTQ-solexa"
"FASTQ-like format (text)"	"qual"
"FASTQ-solexa"	"qualsolexa"
"Fee-Based Commercial License"@en	"ProDom Commercial License"@en
"Fee-Based Commercial License"@en	"UCSC Genome Browser Commercial Software License"@en
"File format name"	"OBO file format name"
"File name"	"Enumerated file name"
"File name"	"File base name"
"File name"	"File name extension"
"FlyBase ID"	"FlyBase primary identifier"
"FlyBase ID"	"FlyBase secondary identifier"
"Format"	"Binary format"
"Format"	"Format (by type of data)"
"Format"	"HTML"
"Format"	"Textual format"
"Format"	"XML"
"Format"	"YAML"
"Format"	"binary format"
"Format (by type of data)"	"Alignment format"
"Format (by type of data)"	"Annotated text format"
"Format (by type of data)"	"Article format"
"Format (by type of data)"	"Bibliographic reference format"
"Format (by type of data)"	"Biodiversity data format"
"Format (by type of data)"	"Biological pathway or network format"
"Format (by type of data)"	"Biological pathway or network report format"
"Format (by type of data)"	"Chemical formula format"
"Format (by type of data)"	"Data index format"
"Format (by type of data)"	"Database hits (sequence) format"
"Format (by type of data)"	"Dirichlet distribution format"
"Format (by type of data)"	"Document format"
"Format (by type of data)"	"Enzyme kinetics report format"
"Format (by type of data)"	"Experiment annotation format"
"Format (by type of data)"	"Gene annotation format"
"Format (by type of data)"	"Gene expression report format"
"Format (by type of data)"	"Graph format"
"Format (by type of data)"	"HMM emission and transition counts format"
"Format (by type of data)"	"Image format"
"Format (by type of data)"	"Index format"
"Format (by type of data)"	"Individual genetic data format"
"Format (by type of data)"	"Linked data format"
"Format (by type of data)"	"Map format"
"Format (by type of data)"	"Mass spectrometry data format"
"Format (by type of data)"	"Matrix format"
"Format (by type of data)"	"Nucleic acid features (primers) format"
"Format (by type of data)"	"Nucleic acid features (restriction sites) format"
"Format (by type of data)"	"Ontology format"
"Format (by type of data)"	"Phylogenetic character data format"
"Format (by type of data)"	"Phylogenetic tree format"
"Format (by type of data)"	"Phylogenetic tree report (tree distances) format"
"Format (by type of data)"	"Protein domain classification format"
"Format (by type of data)"	"Protein family report format"
"Format (by type of data)"	"Protein interaction format"
"Format (by type of data)"	"Protein report format"
"Format (by type of data)"	"Protein secondary structure format"
"Format (by type of data)"	"Protein structure report (quality evaluation) format"
"Format (by type of data)"	"Query language"
"Format (by type of data)"	"RNA secondary structure format"
"Format (by type of data)"	"Raw sequence format"
"Format (by type of data)"	"Sequence assembly format"
"Format (by type of data)"	"Sequence cluster format"
"Format (by type of data)"	"Sequence distance matrix format"
"Format (by type of data)"	"Sequence feature annotation format"
"Format (by type of data)"	"Sequence features (repeats) format"
"Format (by type of data)"	"Sequence motif format"
"Format (by type of data)"	"Sequence profile format"
"Format (by type of data)"	"Sequence quality report format (text)"
"Format (by type of data)"	"Sequence range format"
"Format (by type of data)"	"Sequence record format"
"Format (by type of data)"	"Sequence variation annotation format"
"Format (by type of data)"	"Sequence-profile alignment format"
"Format (by type of data)"	"Small molecule report format"
"Format (by type of data)"	"Tertiary structure format"
"Format (by type of data)"	"Text mining report format"
"Format (by type of data)"	"Workflow format"
"Format identifier"	"File format name"
"Function analysis"	"Functional genomics"
"GCG format variant"	"GCG"
"GCG format variant"	"GCG MSF"
"GCG format variant"	"RSF"
"GFF"	"GFF2"
"GFF"	"GFF3"
"GFF"	"GTF"
"GFF2"	"GFF2-seq"
"GFF3"	"GFF3-seq"
"GFF3"	"GVF"
"GI number"	"GI number (protein)"
"GNU AGPL"@en	"GNU AGPL v3"@en
"GNU GPL"	"GNU GPL v2"@en
"GNU GPL"	"GNU GPL v3"@en
"GNU GPL Compatible License Type"	"Apache License Version 2.0"
"GNU GPL Compatible License Type"	"Artistic License 2.0"
"GNU GPL Compatible License Type"	"CC BY 2.0"@en
"GNU GPL Compatible License Type"	"CC BY 2.0 UK"@en
"GNU GPL Compatible License Type"	"CC BY 2.1 JP"
"GNU GPL Compatible License Type"	"CC BY 2.5"@en
"GNU GPL Compatible License Type"	"CC BY 3.0"@en
"GNU GPL Compatible License Type"	"CC BY 3.0 AU"@en
"GNU GPL Compatible License Type"	"CC BY 3.0 US"@en
"GNU GPL Compatible License Type"	"CC BY 4.0"@en
"GNU GPL Compatible License Type"	"CC0 1.0"
"GNU GPL Compatible License Type"	"FreeBSD"
"GNU GPL Compatible License Type"	"GNU AGPL v3"@en
"GNU GPL Compatible License Type"	"GNU LGPL v2.1"@en
"GNU GPL Compatible License Type"	"GNU LGPL v3"
"GNU GPL Compatible License Type"	"MIT License"
"GNU GPL Compatible License Type"	"MPL v2.0"@en
"GNU GPL Compatible License Type"	"Modified BSD"
"GNU GPL Compatible License Type"	"Mozilla Public License Version 2.0"
"GNU GPL Compatible License Type"	"ORCID MIT-Style License (MIT)"@en
"GNU GPL Compatible License Type"	"PDDL v1.0"@en
"GNU LGPL"	"GNU LGPL v2.1"@en
"GNU LGPL"	"GNU LGPL v3"
"GNU Project Free License Type"	"ALFRED Copyright"@en
"GNU Project Free License Type"	"Academic Free License version 3"
"GNU Project Free License Type"	"CC BY-SA 2.0"
"GNU Project Free License Type"	"CC BY-SA 2.1 JP"
"GNU Project Free License Type"	"CC BY-SA 3.0"@en
"GNU Project Free License Type"	"CC BY-SA 3.0 US"@en
"GNU Project Free License Type"	"CC BY-SA 4.0"@en
"GNU Project Free License Type"	"DbCL v1.0"@en
"GNU Project Free License Type"	"Design Science License"@en
"GNU Project Free License Type"	"EPL v1"
"GNU Project Free License Type"	"FlowRepository Open Access Terms of Use"@en
"GNU Project Free License Type"	"GNU GPL"
"GNU Project Free License Type"	"GNU GPL Compatible License Type"
"GNU Project Free License Type"	"GNU LGPL"
"GNU Project Free License Type"	"IUPAC/InChI-Trust InChI Licence No. 1.0"@en
"GNU Project Free License Type"	"LPPL"
"GNU Project Free License Type"	"NLM Open License with Attribution"@en
"GNU Project Free License Type"	"ODC-By v1.0"@en
"GNU Project Free License Type"	"ODbL v1.0"@en
"GNU Project Free License Type"	"OME Software Conditons of Use"@en
"GNU Project Free License Type"	"SBGN Open License with Attribution"@en
"GNU Project Free License Type"	"Terms of Use for EMBL-EBI Services"@en
"GO concept ID"	"GO concept ID (biological process)"
"GO concept ID"	"GO concept ID (cellular component)"
"GO concept ID"	"GO concept ID (molecular function)"
"GPCR analysis"	"GPCR coupling selectivity prediction"
"GPCR analysis"	"GPCR prediction"
"Gap extension penalty"	"Terminal gap extension penalty"
"Gap opening penalty"	"Terminal gap opening penalty"
"Gap penalty"	"Gap extension penalty"
"Gap penalty"	"Gap opening penalty"
"Gap penalty"	"Gap separation penalty"
"Gel ID"	"Reference map name (SWISS-2DPAGE)"
"GenBank accession"	"dbEST accession"
"GenBank-like format"	"GenBank-HTML"
"GenBank-like format"	"GenBank-like format (text)"
"GenBank-like format (text)"	"GenBank format"
"GenBank-like format (text)"	"genpept"
"Gene ID"	"Blattner number"
"Gene ID"	"Ensembl gene ID"
"Gene ID"	"FIG ID"
"Gene ID"	"Gene ID (CGD)"
"Gene ID"	"Gene ID (DictyBase)"
"Gene ID"	"Gene ID (EcoGene)"
"Gene ID"	"Gene ID (FlyBase)"
"Gene ID"	"Gene ID (GeneDB)"
"Gene ID"	"Gene ID (GeneFarm)"
"Gene ID"	"Gene ID (Genolist)"
"Gene ID"	"Gene ID (Gramene)"
"Gene ID"	"Gene ID (HGNC)"
"Gene ID"	"Gene ID (JCVI)"
"Gene ID"	"Gene ID (KOME)"
"Gene ID"	"Gene ID (MIPS)"
"Gene ID"	"Gene ID (MfunGD)"
"Gene ID"	"Gene ID (NCBI)"
"Gene ID"	"Gene ID (PlasmoDB)"
"Gene ID"	"Gene ID (SGD)"
"Gene ID"	"Gene ID (SGN)"
"Gene ID"	"Gene ID (VBASE2)"
"Gene ID"	"Gene ID (VectorBase)"
"Gene ID"	"Gene ID (Virginia microbial)"
"Gene ID"	"Gene ID (WormBase)"
"Gene ID"	"Gene ID (Xenbase)"
"Gene ID"	"Gene ID (ZFIN)"
"Gene ID"	"Gene ID (miRBase)"
"Gene ID"	"HIX ID"
"Gene ID"	"TAIR accession (gene)"
"Gene ID"	"TIGR identifier"
"Gene ID"	"iHOP symbol"
"Gene ID"	"mFLJ/mKIAA number"
"Gene ID (EcoGene)"	"Gene ID (ECK)"
"Gene Pix"	"GenePix"
"Gene Pix"	"GenePix 3.0.6"
"Gene Pix"	"GenePix 4.1"
"Gene Pix"	"GenePix 5.0.1"
"Gene Pix"	"GenePix Pro"
"Gene and protein families"	"Immunoproteins, genes and antigens"
"Gene annotation format"	"est2genome format"
"Gene expression"	"Gene regulation"
"Gene expression"	"RNA splicing"
"Gene expression"	"Transcription factors and regulatory sites"
"Gene expression"	"Transcriptomics"
"Gene expression analysis"	"Gene expression QTL analysis"
"Gene expression analysis"	"Gene expression profile comparison"
"Gene expression analysis"	"Gene expression profile pathway mapping"
"Gene expression analysis"	"Gene expression profiling"
"Gene expression analysis"	"Gene set testing"
"Gene expression analysis"	"Microarray data rendering"
"Gene expression data"	"Clustered gene expression profiles"
"Gene expression data"	"Gene expression matrix"
"Gene expression data"	"Gene expression profile"
"Gene expression data"	"Microarray hybridisation data"
"Gene expression data"	"Microarray metadata"
"Gene expression data"	"Microarray spots image"
"Gene expression profile"	"Sequence tag profile"
"Gene expression profile comparison"	"Gene expression correlation analysis"
"Gene expression profile comparison"	"Gene expression profile clustering"
"Gene expression report ID"	"CleanEx entry name"
"Gene expression report ID"	"EMAGE ID"
"Gene expression report ID"	"GEO accession number"
"Gene expression report ID"	"GermOnline ID"
"Gene expression report format"	"CHP"
"Gene expression report format"	"Cytoscape input file format"
"Gene expression report format"	"GCT/Res format"
"Gene expression report format"	"IDAT"
"Gene expression report format"	"ISA-TAB"
"Gene expression report format"	"MAGE-ML"
"Gene expression report format"	"MAGE-TAB"
"Gene expression report format"	"cel"
"Gene expression report format"	"dat"
"Gene expression report format"	"rcc"
"Gene family report"	"RNA family report"
"Gene identifier"	"Gene ID"
"Gene identifier"	"Gene name"
"Gene name"	"Gene symbol"
"Gene prediction"	"Ab-initio gene prediction"
"Gene prediction"	"Coding region prediction"
"Gene prediction"	"Homology-based gene prediction"
"Gene prediction"	"Integrated gene prediction"
"Gene prediction"	"Operon prediction"
"Gene prediction"	"Regulatory element prediction"
"Gene prediction"	"Selenocysteine insertion sequence (SECIS) prediction"
"Gene prediction"	"tRNA gene prediction"
