?type	?uri	?labels	?definitions	?editor_notes	?examples	?statuses	?human_friendly_names	?name_of_editors	?alternative_names	?citations
"C"	<http://purl.obolibrary.org/obo/PATO_0000125>	"mass"	"A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter."				"mass"			
"C"	<http://purl.obolibrary.org/obo/UO_0000001>	"length unit"	"A unit which is a standard measure of the distance between two points."				"length unit"			
"C"	<http://purl.obolibrary.org/obo/UO_0000002>	"mass unit"	"A unit which is a standard measure of the amount of matter/energy of a physical object."				"mass unit"			
"C"	<http://purl.obolibrary.org/obo/UO_0000003>	"time unit"	"A unit which is a standard measure of the dimension in which events occur in sequence."				"time unit"			
"C"	<http://www.geneontology.org/formats/oboInOwl#DbXref>									
"C"	<http://www.geneontology.org/formats/oboInOwl#Definition>									
"C"	<http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>	"Obsolete Class"								
"C"	<http://www.geneontology.org/formats/oboInOwl#Subset>									
"C"	<http://www.geneontology.org/formats/oboInOwl#Synonym>									
"C"	<http://www.geneontology.org/formats/oboInOwl#SynonymType>									
"D"	<http://purl.obolibrary.org/obo/IAO_0000004>	"has measurement value"								
"D"	<http://purl.obolibrary.org/obo/IAO_0000404>	"has x coordinate value"								
"D"	<http://purl.obolibrary.org/obo/IAO_0000405>	"has z coordinate value"								
"D"	<http://purl.obolibrary.org/obo/IAO_0000406>	"has y coordinate value"								
"O"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"	"a core relation that holds between a part and its whole"	"Occurrents are not subject to change and so parthood between occurrents holds for all the times that the part exists. Many continuants are subject to change, so parthood between continuants will only hold at certain times, but this is difficult to specify in OWL. See https://code.google.com/p/obo-relations/wiki/ROAndTime|Everything is part of itself. Any part of any part of a thing is itself part of that thing. Two distinct things cannot be part of each other.|Parthood requires the part and the whole to have compatible classes: only an occurrent can be part of an occurrent; only a process can be part of a process; only a continuant can be part of a continuant; only an independent continuant can be part of an independent continuant; only an immaterial entity can be part of an immaterial entity; only a specifically dependent continuant can be part of a specifically dependent continuant; only a generically dependent continuant can be part of a generically dependent continuant. (This list is not exhaustive.)\n\nA continuant cannot be part of an occurrent: use 'participates in'. An occurrent cannot be part of a continuant: use 'has participant'. A material entity cannot be part of an immaterial entity: use 'has location'. A specifically dependent continuant cannot be part of an independent continuant: use 'inheres in'. An independent continuant cannot be part of a specifically dependent continuant: use 'bearer of'."	"my stomach cavity is part of my stomach (continuant parthood, immaterial entity is part of material entity)|this day is part of this year (occurrent parthood)|my brain is part of my body (continuant parthood, two material entities)"		"is part of"		"part_of"	
"O"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"	"a core relation that holds between a whole and its part"	"Occurrents are not subject to change and so parthood between occurrents holds for all the times that the part exists. Many continuants are subject to change, so parthood between continuants will only hold at certain times, but this is difficult to specify in OWL. See https://code.google.com/p/obo-relations/wiki/ROAndTime|Everything has itself as a part. Any part of any part of a thing is itself part of that thing. Two distinct things cannot have each other as a part.|Parthood requires the part and the whole to have compatible classes: only an occurrent have an occurrent as part; only a process can have a process as part; only a continuant can have a continuant as part; only an independent continuant can have an independent continuant as part; only a specifically dependent continuant can have a specifically dependent continuant as part; only a generically dependent continuant can have a generically dependent continuant as part. (This list is not exhaustive.)\n\nA continuant cannot have an occurrent as part: use 'participates in'. An occurrent cannot have a continuant as part: use 'has participant'. An immaterial entity cannot have a material entity as part: use 'location of'. An independent continuant cannot have a specifically dependent continuant as part: use 'bearer of'. A specifically dependent continuant cannot have an independent continuant as part: use 'inheres in'."	"this year has part this day (occurrent parthood)|my body has part my brain (continuant parthood, two material entities)|my stomach has part my stomach cavity (continuant parthood, material entity has part immaterial entity)"		"has part"		"has_part"	
"O"	<http://purl.obolibrary.org/obo/BFO_0000054>	"realized in"			"this fragility is realized in this shattering|this investigator role is realized in this investigation|this disease is realized in this disease course"		"realized in"		"realized_in|is realized by"	
"O"	<http://purl.obolibrary.org/obo/BFO_0000055>	"realizes"			"this disease course realizes this disease|this shattering realizes this fragility|this investigation realizes this investigator role"		"realizes"			
"O"	<http://purl.obolibrary.org/obo/BFO_0000066>	"occurs in"	"b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t"				"occurs in"		"occurs_in|unfolds_in|unfolds in"	
"O"	<http://purl.obolibrary.org/obo/BFO_0000067>	"contains process"	"[copied from inverse property 'occurs in'] b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t"				"site of"			
"O"	<http://purl.obolibrary.org/obo/IAO_0000039>	"has measurement unit label"								
"O"	<http://purl.obolibrary.org/obo/IAO_0000135>	"obsolete_specifically denotes"	"c specifically denotes r =def \nr is a portion of reality\n& c is a particular quality\n& c depends specifically on some independent continuant b \n& b acquired c as the result of the achievement of an objective to enable pointing to r repeatedly. \n\nMarked means there is a changed or additional quality of the bearer - the  quality is the information carrier.\n\nCase 1\nMemory trace as mark created when reading some description of some friend. The trace can denote.\n\nCase 2\nPattern of ink arrayed on paper as mark when writing down a friend's name\n\nCase 3\nPattern of magnetic domains on scattered pieces of a hard disk platter as mark when saving a file."	"see https://github.com/information-artifact-ontology/IAO/issues/25&q=denote|8/6/2009 Alan Ruttenberg: The suggestions is to deprecate specific and generically denotes in favor of a single denote relationship that corresponds to the generic sense"	"The process of creation is, for example,  writing down on paper the name of a friend by deliberately creating a certain pattern using ink.\n\nHere the ink + paper is the independent continuant and the carrier is the pattern in the ink.\n\nc = pattern in the ink\nb = paper + ink\nr = friend"	"http://purl.obolibrary.org/obo/IAO_0000125"		"Alan Ruttenberg"		"Smith, Ceusters, Ruttenberg, 2000 years of philosophy"
"O"	<http://purl.obolibrary.org/obo/IAO_0000136>	"is about"	"is_about is a (currently) primitive relation that relates an information artifact to an entity."	"7/6/2009 Alan Ruttenberg. Following discussion with Jonathan Rees, and introduction of \"mentions\" relation. Weaken the is_about relationship to be primitive. \n\nWe will try to build it back up by elaborating the various subproperties that are more precisely defined.\n\nSome currently missing phenomena that should be considered \"about\" are predications - \"The only person who knows the answer is sitting beside me\" , Allegory, Satire, and other literary forms that can be topical without explicitly mentioning the topic."	"This document is about information artifacts and their representations"	"http://purl.obolibrary.org/obo/IAO_0000125"		"person:Alan Ruttenberg"		"Smith, Ceusters, Ruttenberg, 2000 years of philosophy"
"O"	<http://purl.obolibrary.org/obo/IAO_0000142>	"mentions"	"An information artifact IA mentions an entity E exactly when it has a component/part that denotes E"	"7/6/2009 Alan Ruttenberg: Add this relation following conversation with Jonathan Rees that N&S GCI for is_about was too strong. Really it was simply sufficient. To effect this change we introduce this relation, which is subproperty of is_about, and have previous GCI use this relation \"mentions\" in it's (logical) definition|7/6/2009 Alan Ruttenberg. P4 RC1 munges our GCI so remove it for now: mentions some entity equivalentTo has_part some ('generically denotes' some entity)"		"http://purl.obolibrary.org/obo/IAO_0000125"		"Person: Alan Ruttenberg|PERSON: Jonathan Rees"		
"O"	<http://purl.obolibrary.org/obo/IAO_0000219>	"denotes"	"denotes is a primitive, instance-level, relation obtaining between an information content entity and some portion of reality. Denotation is what happens when someone creates an information content entity E in order to specifically refer to something. The only relation between E and the thing is that E can be used to 'pick out' the thing. This relation connects those two together. Freedictionary.com sense 3: To signify directly; refer to specifically"	"2009-11-10 Alan Ruttenberg. Old definition said the following to emphasize the generic nature of this relation. We no longer have 'specifically denotes', which would have been primitive, so make this relation primitive.\ng denotes r =def \nr is a portion of reality\nthere is some c that is a concretization of g \nevery c that is a concretization of g specifically denotes r"	"A person's name denotes the person. A variable name in a computer program denotes some piece of memory. Lexically equivalent strings can denote different things, for instance \"Alan\" can denote different people. In each case of use, there is a case of the denotation relation obtaining, between \"Alan\" and the person that is being named."			"person:Alan Ruttenberg"		"Conversations with Barry Smith, Werner Ceusters, Bjoern Peters, Michel Dumontier, Melanie Courtot, James Malone, Bill Hogan"
"O"	<http://purl.obolibrary.org/obo/IAO_0000220>	"obsolete_materially denotes"		"see https://github.com/information-artifact-ontology/IAO/issues/25&q=denote"						
"O"	<http://purl.obolibrary.org/obo/IAO_0000221>	"is quality measurement of"	"m is a quality measurement of q at t when\nq is a quality \nthere is a measurement process p that has specified output m, a measurement datum, that is about q"	"This one is the one we are struggling with at the moment. The issue is what a measurement measures. On the one hand saying that it measures the quality would include it \"measuring\" the bearer = referring to the bearer in the measurement. However this makes comparisons of two different things not possible. On the other hand not having it inhere in the bearer, on the face of it, breaks the audit trail.\n\nWerner suggests a solution based on \"Magnitudes\" a proposal for which we are awaiting details.|From the second IAO workshop [Alan Ruttenberg 8/6/2009: not completely current, though bringing in comparison is probably important]\n\nThis one is the one we are struggling with at the moment. The issue is what a measurement measures. On the one hand saying that it measures the quality would include it \"measuring\" the bearer = referring to the bearer in the measurement. However this makes comparisons of two different things not possible. On the other hand not having it inhere in the bearer, on the face of it, breaks the audit trail.\n\nWerner suggests a solution based on \"Magnitudes\" a proposal for which we are awaiting details.\n--\nFrom the second IAO workshop, various comments, [commented on by Alan Ruttenberg 8/6/2009]\n\nunit of measure is a quality, e.g. the length of a ruler.\n\n[We decided to hedge on what units of measure are, instead talking about measurement unit labels, which are the information content entities that are about whatever measurement units are. For IAO we need that information entity in any case. See the term measurement unit label]\n\n[Some struggling with the various subflavors of is_about. We subsequently removed the relation represents, and describes until and only when we have a better theory]\n\na represents b means either a denotes b or a describes\n\ndescribe:\na describes b means a is about b and a allows an inference of at least one quality of b\n\nWe have had a long discussion about denotes versus describes.|From the second meeting on IAO:\n\nAn attempt at defining assay using Barry's \"reliability\" wording\n\nassay:\nprocess and has_input some material entity\nand has_output some information content entity \nand which is such that instances of this process type reliably generate \noutputs that describes the input.|From the second IAO workshop: An attempt at tieing the quality to the measurement datum more carefully.\n\na is a magnitude means a is a determinate quality particular inhering in some bearer b existing at a time t that can be represented/denoted by an information content entity e that has parts denoting a unit of measure, a number, and b. The unit of measure is an instance of the determinable quality.|8/6/2009 Alan Ruttenberg: The strategy is to be rather specific with this relationship. There are other kinds of measurements that are not of qualities, such as those that measure time. We will add these as separate properties for the moment and see about generalizing later"				"Alan Ruttenberg"		
"O"	<http://purl.obolibrary.org/obo/IAO_0000222>	"obsolete_describes"								
"O"	<http://purl.obolibrary.org/obo/IAO_0000223>	"obsolete_represents"								
"O"	<http://purl.obolibrary.org/obo/IAO_0000407>	"has coordinate unit label"								
"O"	<http://purl.obolibrary.org/obo/IAO_0000413>	"is duration of"	"relates a process to a time-measurement-datum that represents the duration of the process"			"http://purl.obolibrary.org/obo/IAO_0000120"		"Person:Alan Ruttenberg"		
"O"	<http://purl.obolibrary.org/obo/IAO_0000417>	"is quality measured as"	"inverse of the relation of is quality measurement of"	"2009/10/19 Alan Ruttenberg. Named 'junk' relation useful in restrictions, but not a real instance relationship"		"http://purl.obolibrary.org/obo/IAO_0000120"		"Person:Alan Ruttenberg"		
"O"	<http://purl.obolibrary.org/obo/IAO_0000418>	"is quality specification of"	"a relation between a data item and a quality of a material entity where the material entity is the specified output of a material transformation which achieves an objective specification that indicates the intended value of the specified quality."			"http://purl.obolibrary.org/obo/IAO_0000120"		"Person:Alan Ruttenberg|Person:Bjoern Peters"		
"O"	<http://purl.obolibrary.org/obo/IAO_0000419>	"quality is specified as"	"inverse of the relation of is quality specification of"	"2009/10/19 Alan Ruttenberg. Named 'junk' relation useful in restrictions, but not a real instance relationship"		"http://purl.obolibrary.org/obo/IAO_0000120"		"Person:Alan Ruttenberg|Person:Bjoern Peters"		
"O"	<http://purl.obolibrary.org/obo/IAO_0000581>	"has time stamp"	"relates a time stamped measurement datum to the time measurement datum that denotes the time when the measurement was taken"			"http://purl.obolibrary.org/obo/IAO_0000123"		"Alan Ruttenberg"		
"O"	<http://purl.obolibrary.org/obo/IAO_0000583>	"has measurement datum"	"relates a time stamped measurement datum to the measurement datum that was measured"			"http://purl.obolibrary.org/obo/IAO_0000123"		"Alan Ruttenberg"		
"O"	<http://purl.obolibrary.org/obo/OBI_0000293>	"has_specified_input"	"A relation between a planned process and a continuant participating in that process that is not created during  the process. The presence of the continuant during the process is explicitly specified in the plan specification which the process realizes the concretization of."	"8/17/09: specified inputs of one process are not necessarily specified inputs of a larger process that it is part of. This is in contrast to how 'has participant' works."	"see is_input_of example_of_usage"	"http://purl.obolibrary.org/obo/IAO_0000122"	"has_specified_input"	"PERSON: Alan Ruttenberg|PERSON: Larry Hunter|PERSON: Bjoern Peters|PERSON: Melanie Coutot"		
"O"	<http://purl.obolibrary.org/obo/OBI_0000295>	"is_specified_input_of"								
"O"	<http://purl.obolibrary.org/obo/OBI_0000299>	"has_specified_output"	"A relation between a planned process and a continuant participating in that process. The presence of the continuant at the end of the process is explicitly specified in the objective specification which the process realizes the concretization of."			"http://purl.obolibrary.org/obo/IAO_0000122"	"has_specified_output"	"PERSON: Alan Ruttenberg|PERSON: Larry Hunter|PERSON: Bjoern Peters|PERSON: Melanie Courtot"		
"O"	<http://purl.obolibrary.org/obo/OBI_0000312>	"is_specified_output_of"	"A relation between a planned process and a continuant participating in that process. The presence of the continuant at the end of the process is explicitly specified in the objective specification which the process realizes the concretization of."			"http://purl.obolibrary.org/obo/IAO_0000122"	"is_specified_output_of"	"Alan Ruttenberg|PERSON:Bjoern Peters"		
"O"	<http://purl.obolibrary.org/obo/RO_0000052>	"inheres in"	"a relation between a specifically dependent continuant (the dependent) and an independent continuant (the bearer), in which the dependent specifically depends on the bearer for its existence"	"A dependent inheres in its bearer at all times for which the dependent exists."	"this red color inheres in this apple|this fragility inheres in this vase"		"inheres in"		"inheres_in"	
"O"	<http://purl.obolibrary.org/obo/RO_0000053>	"bearer of"	"a relation between an independent continuant (the bearer) and a specifically dependent continuant (the dependent), in which the dependent specifically depends on the bearer for its existence"	"A bearer can have many dependents, and its dependents can exist for different periods of time, but none of its dependents can exist when the bearer does not exist."	"this apple is bearer of this red color|this vase is bearer of this fragility"		"bearer of"		"is bearer of|bearer_of"	
"O"	<http://purl.obolibrary.org/obo/RO_0000056>	"participates in"	"a relation between a continuant and a process, in which the continuant is somehow involved in the process"		"this blood clot participates in this blood coagulation|this input material (or this output material) participates in this process|this investigator participates in this investigation"		"participates in"		"participates_in"	
"O"	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"	"a relation between a process and a continuant, in which the continuant is somehow involved in the process"	"Has_participant is a primitive instance-level relation between a process, a continuant, and a time at which the continuant participates in some way in the process. The relation obtains, for example, when this particular process of oxygen exchange across this particular alveolar membrane has_participant this particular sample of hemoglobin at this particular time."	"this process has participant this input material (or this output material)|this investigation has participant this investigator|this blood coagulation has participant this blood clot"		"has participant"		"has_participant"	
"O"	<http://purl.obolibrary.org/obo/RO_0000058>	"is concretized as"	"A relationship between a generically dependent continuant and a specifically dependent continuant, in which the generically dependent continuant depends on some independent continuant in virtue of the fact that the specifically dependent continuant also depends on that same independent continuant. A generically dependent continuant may be concretized as multiple specifically dependent continuants."		"An investigator reads a protocol and forms a plan to carry out an assay. The plan is a realizable entity (a specifically dependent continuant) that concretizes the protocol (a generically dependent continuant), and both depend on the investigator (an independent continuant). The plan is then realized by the assay (a process).|A journal article is an information artifact that inheres in some number of printed journals. For each copy of the printed journal there is some quality that carries the journal article, such as a pattern of ink. The journal article (a generically dependent continuant) is concretized as the quality (a specifically dependent continuant), and both depend on that copy of the printed journal (an independent continuant)."					
"O"	<http://purl.obolibrary.org/obo/RO_0000059>	"concretizes"	"A relationship between a specifically dependent continuant and a generically dependent continuant, in which the generically dependent continuant depends on some independent continuant in virtue of the fact that the specifically dependent continuant also depends on that same independent continuant. Multiple specifically dependent continuants can concretize the same generically dependent continuant."		"An investigator reads a protocol and forms a plan to carry out an assay. The plan is a realizable entity (a specifically dependent continuant) that concretizes the protocol (a generically dependent continuant), and both depend on the investigator (an independent continuant). The plan is then realized by the assay (a process).|A journal article is an information artifact that inheres in some number of printed journals. For each copy of the printed journal there is some quality that carries the journal article, such as a pattern of ink. The quality (a specifically dependent continuant) concretizes the journal article (a generically dependent continuant), and both depend on that copy of the printed journal (an independent continuant)."					
"O"	<http://purl.obolibrary.org/obo/RO_0000079>	"function of"	"a relation between a function and an independent continuant (the bearer), in which the function specifically depends on the bearer for its existence"	"A function inheres in its bearer at all times for which the function exists, however the function need not be realized at all the times that the function exists."	"this catalysis function is a function of this enzyme"				"is function of|function_of"	
"O"	<http://purl.obolibrary.org/obo/RO_0000080>	"quality of"	"a relation between a quality and an independent continuant (the bearer), in which the quality specifically depends on the bearer for its existence"	"A quality inheres in its bearer at all times for which the quality exists."	"this red color is a quality of this apple"				"is quality of|quality_of"	
"O"	<http://purl.obolibrary.org/obo/RO_0000081>	"role of"	"a relation between a role and an independent continuant (the bearer), in which the role specifically depends on the bearer for its existence"	"A role inheres in its bearer at all times for which the role exists, however the role need not be realized at all the times that the role exists."	"this investigator role is a role of this person"				"role_of|is role of"	
"O"	<http://purl.obolibrary.org/obo/RO_0000085>	"has function"	"a relation between an independent continuant (the bearer) and a function, in which the function specifically depends on the bearer for its existence"	"A bearer can have many functions, and its functions can exist for different periods of time, but none of its functions can exist when the bearer does not exist. A function need not be realized at all the times that the function exists."	"this enzyme has function this catalysis function (more colloquially: this enzyme has this catalysis function)"				"has_function"	
"O"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"	"a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence"	"A bearer can have many qualities, and its qualities can exist for different periods of time, but none of its qualities can exist when the bearer does not exist."	"this apple has quality this red color"				"has_quality"	
"O"	<http://purl.obolibrary.org/obo/RO_0000087>	"has role"	"a relation between an independent continuant (the bearer) and a role, in which the role specifically depends on the bearer for its existence"	"A bearer can have many roles, and its roles can exist for different periods of time, but none of its roles can exist when the bearer does not exist. A role need not be realized at all the times that the role exists."	"this person has role this investigator role (more colloquially: this person has this role of investigator)"				"has_role"	
"O"	<http://purl.obolibrary.org/obo/RO_0000091>	"has disposition"	"a relation between an independent continuant (the bearer) and a disposition, in which the disposition specifically depends on the bearer for its existence"							
"O"	<http://purl.obolibrary.org/obo/RO_0000092>	"disposition of"								
"O"	<http://purl.obolibrary.org/obo/RO_0001000>	"derives from"	"a relation between two distinct material entities, the new entity and the old entity, in which the new entity begins to exist when the old entity ceases to exist, and the new entity inherits the significant portion of the matter of the old entity"	"This is a very general relation. More specific relations are preferred when applicable, such as 'directly develops from'."	"this nucleus derives from this parent nucleus (nuclear division)|this cell derives from this parent cell (cell division)"	"http://purl.obolibrary.org/obo/IAO_0000125"			"derives_from"	
"O"	<http://purl.obolibrary.org/obo/RO_0001001>	"derives into"	"a relation between two distinct material entities, the old entity and the new entity, in which the new entity begins to exist when the old entity ceases to exist, and the new entity inherits the significant portion of the matter of the old entity"	"This is a very general relation. More specific relations are preferred when applicable, such as 'directly develops into'. To avoid making statements about a future that may not come to pass, it is often better to use the backward-looking 'derives from' rather than the forward-looking 'derives into'."	"this parent nucleus derives into this nucleus (nuclear division)|this parent cell derives into this cell (cell division)"	"http://purl.obolibrary.org/obo/IAO_0000125"			"derives_into"	
"O"	<http://purl.obolibrary.org/obo/RO_0001015>	"location of"	"a relation between two independent continuants, the location and the target, in which the target is entirely within the location"	"Most location relations will only hold at certain times, but this is difficult to specify in OWL. See https://code.google.com/p/obo-relations/wiki/ROAndTime"	"my head is the location of my brain|this cage is the location of this rat"		"is location of"		"location_of"	
"O"	<http://purl.obolibrary.org/obo/RO_0001025>	"located in"	"a relation between two independent continuants, the target and the location, in which the target is entirely within the location"	"Most location relations will only hold at certain times, but this is difficult to specify in OWL. See https://code.google.com/p/obo-relations/wiki/ROAndTime|Location as a relation between instances: The primitive instance-level relation c located_in r at t reflects the fact that each continuant is at any given time associated with exactly one spatial region, namely its exact location. Following we can use this relation to define a further instance-level location relation - not between a continuant and the region which it exactly occupies, but rather between one continuant and another. c is located in c1, in this sense, whenever the spatial region occupied by c is part_of the spatial region occupied by c1.    Note that this relation comprehends both the relation of exact location between one continuant and another which obtains when r and r1 are identical (for example, when a portion of fluid exactly fills a cavity), as well as those sorts of inexact location relations which obtain, for example, between brain and head or between ovum and uterus"	"this rat is located in this cage|my brain is located in my head"		"located in"		"located_in"	
"O"	<http://purl.obolibrary.org/obo/RO_0002000>	"2D boundary of"	"a relation between a 2D immaterial entity (the boundary) and a material entity, in which the boundary delimits the material entity"	"Although the boundary is two-dimensional, it exists in three-dimensional space and thus has a 3D shape.|A 2D boundary may have holes and gaps, but it must be a single connected entity, not an aggregate of several disconnected parts."	"the surface of my skin is a 2D boundary of my body"				"is 2D boundary of|is boundary of|boundary of|2D_boundary_of"	
"O"	<http://purl.obolibrary.org/obo/RO_0002002>	"has 2D boundary"	"a relation between a material entity and a 2D immaterial entity (the boundary), in which the boundary delimits the material entity"	"Although the boundary is two-dimensional, it exists in three-dimensional space and thus has a 3D shape.|A 2D boundary may have holes and gaps, but it must be a single connected entity, not an aggregate of several disconnected parts."	"my body has 2D boundary the surface of my skin"				"has boundary|has_2D_boundary"	
"O"	<http://purl.obolibrary.org/obo/RO_0002350>	"member of"	"is member of is a mereological relation between a item and a collection."		"An organism that is a member of a population of organisms"				"is member of|member part of"	"SIO"
"O"	<http://purl.obolibrary.org/obo/RO_0002351>	"has member"	"has member is a mereological relation between a collection and an item."							"SIO"
"O"	<http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty>									
